User ID,User Name,Age Group,Age,Gender,Height (cm),Weight (kg),Body Fat Percentage,Daily Caloric Intake,Workout Type,Workout Duration (min),Weekly Exercise Frequency,Sleep Hours,Goal,Progress,Mood,Hydration
6833,User_6833,46-55 (Older Adults),46,Male,158,118,11.2,3092,Walking,67,4,6,Increase Flexibility,Average (50%-69%),Motivated,High (>3L)
2038,User_2038,46-55 (Older Adults),46,Male,158,77,11.7,1851,Yoga,46,7,7,Weight Loss,Excellent (90%-100%),Motivated,High (>3L)
6467,User_6467,26-35 (Adults),35,Female,185,107,23.2,1904,Pilates,25,3,7,Increase Flexibility,Average (50%-69%),Relaxed,High (>3L)
6670,User_6670,46-55 (Older Adults),53,Non-binary,184,101,26.0,2134,Walking,42,7,9,Maintain Weight,Poor (0%-29%),Energized,Low (<2L)
7348,User_7348,26-35 (Adults),26,Non-binary,172,54,11.8,2446,Cycling,20,4,7,Muscle Gain,Poor (0%-29%),Relaxed,Low (<2L)
6249,User_6249,56+ (Seniors),65,Female,173,116,13.6,2960,Weight Training,57,3,9,Maintain Weight,Good (70%-89%),Stressed,Low (<2L)
8388,User_8388,56+ (Seniors),64,Non-binary,179,83,23.5,2928,Weight Training,44,6,7,Increase Flexibility,Excellent (90%-100%),Stressed,Low (<2L)
1835,User_1835,26-35 (Adults),35,Non-binary,180,110,36.3,1912,Pilates,43,6,8,Weight Loss,Needs Improvement (30%-49%),Stressed,Low (<2L)
7015,User_7015,36-45 (Mid-Aged Adults),43,Non-binary,170,78,19.1,2485,Weight Training,39,5,6,Muscle Gain,Needs Improvement (30%-49%),Unmotivated,High (>3L)
3827,User_3827,46-55 (Older Adults),52,Non-binary,180,109,21.5,2754,Swimming,26,7,7,Weight Loss,Excellent (90%-100%),Confident,Moderate (2L-3L)
5557,User_5557,46-55 (Older Adults),51,Female,179,63,10.6,1977,Running,51,7,10,Weight Loss,Excellent (90%-100%),Tired,Low (<2L)
6363,User_6363,46-55 (Older Adults),53,Non-binary,159,116,16.7,2895,Walking,37,7,10,Weight Loss,Needs Improvement (30%-49%),Relaxed,High (>3L)
7082,User_7082,36-45 (Mid-Aged Adults),45,Male,189,49,10.2,1973,Running,68,5,7,Maintain Weight,Poor (0%-29%),Confident,Low (<2L)
9563,User_9563,26-35 (Adults),31,Female,155,47,18.1,2598,Pilates,43,4,10,Muscle Gain,Excellent (90%-100%),Stressed,Low (<2L)
9261,User_9261,46-55 (Older Adults),48,Non-binary,159,120,15.9,2749,Crossfit,68,6,8,Maintain Weight,Excellent (90%-100%),Relaxed,Low (<2L)
9883,User_9883,26-35 (Adults),32,Male,158,98,22.2,2539,Running,37,5,10,Increase Flexibility,Average (50%-69%),Motivated,Moderate (2L-3L)
9207,User_9207,36-45 (Mid-Aged Adults),38,Male,174,76,13.2,2131,HIIT,87,6,8,Muscle Gain,Average (50%-69%),Motivated,High (>3L)
5320,User_5320,26-35 (Adults),27,Non-binary,165,95,30.4,2658,Zumba,73,7,10,Muscle Gain,Good (70%-89%),Energized,Moderate (2L-3L)
9973,User_9973,46-55 (Older Adults),46,Female,177,108,36.1,3076,Yoga,45,3,6,Muscle Gain,Good (70%-89%),Focused,Low (<2L)
9645,User_9645,56+ (Seniors),56,Female,151,107,36.3,2183,Cycling,81,4,9,Muscle Gain,Poor (0%-29%),Energized,High (>3L)
1452,User_1452,46-55 (Older Adults),53,Female,159,60,31.6,2413,Yoga,47,3,6,Increase Flexibility,Needs Improvement (30%-49%),Energized,High (>3L)
8828,User_8828,46-55 (Older Adults),48,Non-binary,174,112,12.0,2849,HIIT,36,3,10,Maintain Weight,Good (70%-89%),Motivated,High (>3L)
3004,User_3004,18-25 (Young Adults),21,Female,190,71,12.1,2029,Zumba,22,5,10,Maintain Weight,Excellent (90%-100%),Relaxed,Moderate (2L-3L)
3373,User_3373,46-55 (Older Adults),51,Male,185,59,14.1,3037,Pilates,59,4,6,Muscle Gain,Average (50%-69%),Stressed,Low (<2L)
7996,User_7996,18-25 (Young Adults),19,Male,150,84,29.8,2260,Swimming,74,4,8,Maintain Weight,Poor (0%-29%),Focused,Low (<2L)
7546,User_7546,18-25 (Young Adults),22,Female,178,82,11.0,3320,Walking,41,5,7,Weight Loss,Excellent (90%-100%),Motivated,Low (<2L)
6560,User_6560,56+ (Seniors),56,Non-binary,183,76,37.5,2267,Yoga,33,6,10,Weight Loss,Excellent (90%-100%),Energized,Moderate (2L-3L)
9343,User_9343,46-55 (Older Adults),51,Non-binary,157,46,26.5,1862,Weight Training,75,5,10,Increase Flexibility,Poor (0%-29%),Stressed,High (>3L)
4163,User_4163,18-25 (Young Adults),20,Male,172,62,34.5,2449,Weight Training,85,7,7,Muscle Gain,Average (50%-69%),Motivated,High (>3L)
6811,User_6811,26-35 (Adults),29,Male,150,109,26.1,3232,Zumba,69,6,9,Maintain Weight,Average (50%-69%),Tired,Moderate (2L-3L)
6505,User_6505,46-55 (Older Adults),46,Male,171,87,13.0,2130,Running,42,5,9,Increase Flexibility,Good (70%-89%),Tired,High (>3L)
1786,User_1786,18-25 (Young Adults),21,Female,177,51,28.9,2490,HIIT,44,4,6,Increase Flexibility,Good (70%-89%),Stressed,High (>3L)
1935,User_1935,36-45 (Mid-Aged Adults),43,Male,161,63,12.2,2803,Swimming,59,3,10,Muscle Gain,Excellent (90%-100%),Confident,Moderate (2L-3L)
2600,User_2600,36-45 (Mid-Aged Adults),44,Female,153,113,29.0,2633,HIIT,58,5,7,Maintain Weight,Average (50%-69%),Confident,Moderate (2L-3L)
3462,User_3462,46-55 (Older Adults),52,Non-binary,164,78,31.0,1942,Walking,28,3,10,Muscle Gain,Needs Improvement (30%-49%),Happy,Low (<2L)
5782,User_5782,36-45 (Mid-Aged Adults),37,Male,190,95,35.5,2584,Swimming,37,6,7,Increase Flexibility,Excellent (90%-100%),Energized,High (>3L)
9983,User_9983,26-35 (Adults),30,Female,150,97,17.6,1814,Cycling,73,7,10,Increase Flexibility,Needs Improvement (30%-49%),Tired,Moderate (2L-3L)
9979,User_9979,56+ (Seniors),59,Female,187,74,27.4,1835,Cycling,68,7,7,Muscle Gain,Needs Improvement (30%-49%),Confident,High (>3L)
5315,User_5315,56+ (Seniors),61,Male,190,66,35.7,2446,Crossfit,52,6,10,Muscle Gain,Excellent (90%-100%),Confident,Moderate (2L-3L)
1439,User_1439,18-25 (Young Adults),24,Non-binary,171,48,28.4,2889,Running,31,3,8,Maintain Weight,Average (50%-69%),Stressed,Moderate (2L-3L)
2058,User_2058,56+ (Seniors),56,Non-binary,189,99,26.2,2119,Crossfit,30,6,9,Maintain Weight,Needs Improvement (30%-49%),Relaxed,Low (<2L)
8774,User_8774,26-35 (Adults),28,Female,180,117,19.7,3173,Weight Training,62,4,9,Weight Loss,Excellent (90%-100%),Motivated,Moderate (2L-3L)
2284,User_2284,18-25 (Young Adults),19,Male,162,98,24.4,1816,Running,86,4,9,Muscle Gain,Average (50%-69%),Confident,Low (<2L)
5298,User_5298,18-25 (Young Adults),25,Female,188,90,39.8,1892,Zumba,82,4,6,Maintain Weight,Needs Improvement (30%-49%),Confident,Moderate (2L-3L)
3613,User_3613,36-45 (Mid-Aged Adults),37,Female,186,46,13.0,2939,Pilates,81,7,10,Weight Loss,Average (50%-69%),Bored,High (>3L)
4844,User_4844,56+ (Seniors),63,Female,183,52,27.7,1832,HIIT,55,7,7,Weight Loss,Poor (0%-29%),Energized,Low (<2L)
8027,User_8027,56+ (Seniors),63,Non-binary,153,56,13.6,2236,Cycling,21,5,6,Increase Flexibility,Poor (0%-29%),Focused,Moderate (2L-3L)
5335,User_5335,56+ (Seniors),61,Non-binary,156,96,30.9,2013,Zumba,35,6,6,Muscle Gain,Poor (0%-29%),Confident,Low (<2L)
3180,User_3180,46-55 (Older Adults),54,Female,180,89,28.3,2909,Swimming,82,6,8,Increase Flexibility,Average (50%-69%),Unmotivated,Low (<2L)
2094,User_2094,56+ (Seniors),59,Male,168,88,36.1,2529,HIIT,46,6,9,Maintain Weight,Needs Improvement (30%-49%),Confident,Moderate (2L-3L)
3077,User_3077,18-25 (Young Adults),24,Female,179,47,26.6,2436,Weight Training,23,6,10,Muscle Gain,Needs Improvement (30%-49%),Focused,Moderate (2L-3L)
2375,User_2375,26-35 (Adults),28,Non-binary,152,105,15.0,3125,Running,39,7,8,Maintain Weight,Average (50%-69%),Unmotivated,Moderate (2L-3L)
2669,User_2669,46-55 (Older Adults),53,Female,173,101,34.8,2400,Swimming,86,6,10,Maintain Weight,Excellent (90%-100%),Stressed,Moderate (2L-3L)
8125,User_8125,56+ (Seniors),58,Male,165,72,18.5,2422,Weight Training,43,6,6,Maintain Weight,Average (50%-69%),Relaxed,Low (<2L)
9208,User_9208,36-45 (Mid-Aged Adults),44,Non-binary,187,63,33.5,3224,Weight Training,27,3,8,Increase Flexibility,Needs Improvement (30%-49%),Focused,High (>3L)
2650,User_2650,36-45 (Mid-Aged Adults),41,Non-binary,156,110,25.6,1970,Crossfit,43,4,7,Weight Loss,Excellent (90%-100%),Focused,High (>3L)
7164,User_7164,36-45 (Mid-Aged Adults),40,Female,157,72,33.4,2059,Running,79,6,9,Increase Flexibility,Needs Improvement (30%-49%),Energized,Low (<2L)
1416,User_1416,18-25 (Young Adults),21,Female,156,86,26.5,1829,Cycling,81,4,10,Maintain Weight,Good (70%-89%),Energized,Low (<2L)
8404,User_8404,36-45 (Mid-Aged Adults),42,Non-binary,164,117,28.0,2551,HIIT,47,4,7,Maintain Weight,Needs Improvement (30%-49%),Stressed,Moderate (2L-3L)
1473,User_1473,26-35 (Adults),35,Female,184,77,34.1,2189,Yoga,77,7,9,Maintain Weight,Needs Improvement (30%-49%),Happy,High (>3L)
7645,User_7645,26-35 (Adults),29,Male,156,119,34.9,2767,Cycling,39,3,10,Weight Loss,Average (50%-69%),Unmotivated,Moderate (2L-3L)
6439,User_6439,56+ (Seniors),63,Female,161,112,34.7,1819,Zumba,21,3,10,Weight Loss,Needs Improvement (30%-49%),Unmotivated,Moderate (2L-3L)
7880,User_7880,46-55 (Older Adults),55,Male,190,73,38.8,1882,Crossfit,64,5,7,Maintain Weight,Excellent (90%-100%),Energized,High (>3L)
5672,User_5672,46-55 (Older Adults),50,Male,180,94,22.3,3337,Pilates,25,7,6,Weight Loss,Poor (0%-29%),Happy,Moderate (2L-3L)
7512,User_7512,36-45 (Mid-Aged Adults),41,Non-binary,165,52,26.8,3308,Running,79,4,6,Increase Flexibility,Poor (0%-29%),Motivated,High (>3L)
8147,User_8147,46-55 (Older Adults),49,Non-binary,189,50,27.9,3431,Weight Training,87,5,7,Weight Loss,Poor (0%-29%),Motivated,Moderate (2L-3L)
2221,User_2221,18-25 (Young Adults),22,Male,161,58,12.0,2609,HIIT,71,5,8,Maintain Weight,Excellent (90%-100%),Tired,Low (<2L)
3787,User_3787,46-55 (Older Adults),54,Female,178,89,27.6,2631,Zumba,29,6,10,Weight Loss,Needs Improvement (30%-49%),Focused,High (>3L)
7467,User_7467,56+ (Seniors),56,Male,174,69,11.5,2890,Crossfit,34,3,8,Weight Loss,Good (70%-89%),Tired,High (>3L)
4556,User_4556,46-55 (Older Adults),49,Female,153,62,20.0,2769,Swimming,59,4,9,Maintain Weight,Average (50%-69%),Energized,Low (<2L)
5355,User_5355,26-35 (Adults),33,Non-binary,180,72,30.1,3427,Crossfit,59,7,7,Weight Loss,Poor (0%-29%),Energized,Low (<2L)
6232,User_6232,18-25 (Young Adults),23,Male,175,107,17.3,1860,Walking,42,6,7,Increase Flexibility,Needs Improvement (30%-49%),Stressed,Moderate (2L-3L)
6449,User_6449,18-25 (Young Adults),22,Male,150,72,10.4,1877,Weight Training,87,6,9,Muscle Gain,Good (70%-89%),Bored,Moderate (2L-3L)
4257,User_4257,46-55 (Older Adults),49,Non-binary,183,96,10.6,2543,Pilates,26,4,9,Increase Flexibility,Poor (0%-29%),Happy,High (>3L)
1597,User_1597,36-45 (Mid-Aged Adults),45,Male,160,82,27.5,2743,HIIT,87,7,9,Muscle Gain,Good (70%-89%),Focused,Moderate (2L-3L)
9499,User_9499,46-55 (Older Adults),52,Male,154,116,35.6,2749,Zumba,50,5,7,Maintain Weight,Average (50%-69%),Bored,Low (<2L)
9634,User_9634,26-35 (Adults),31,Male,175,97,39.8,2585,Cycling,26,7,10,Muscle Gain,Needs Improvement (30%-49%),Motivated,Low (<2L)
6236,User_6236,46-55 (Older Adults),47,Female,154,110,19.8,2177,Swimming,60,6,8,Weight Loss,Good (70%-89%),Energized,Low (<2L)
1155,User_1155,46-55 (Older Adults),46,Female,171,83,17.7,2162,Walking,41,6,7,Weight Loss,Good (70%-89%),Tired,Moderate (2L-3L)
8105,User_8105,18-25 (Young Adults),24,Male,171,63,24.4,2897,Walking,81,7,8,Muscle Gain,Excellent (90%-100%),Relaxed,Low (<2L)
9949,User_9949,18-25 (Young Adults),20,Female,166,86,38.8,3175,Walking,33,7,6,Maintain Weight,Average (50%-69%),Focused,Low (<2L)
5311,User_5311,46-55 (Older Adults),46,Male,188,90,23.5,3041,Swimming,23,4,9,Maintain Weight,Average (50%-69%),Energized,Low (<2L)
3260,User_3260,56+ (Seniors),65,Non-binary,156,71,16.3,2265,HIIT,41,5,9,Weight Loss,Good (70%-89%),Unmotivated,Moderate (2L-3L)
2176,User_2176,56+ (Seniors),65,Female,170,50,29.9,2038,Pilates,47,7,10,Muscle Gain,Poor (0%-29%),Relaxed,Moderate (2L-3L)
3706,User_3706,56+ (Seniors),65,Non-binary,174,76,17.7,2568,Walking,66,7,9,Increase Flexibility,Excellent (90%-100%),Tired,High (>3L)
9624,User_9624,36-45 (Mid-Aged Adults),42,Non-binary,161,98,16.4,1885,Swimming,33,4,8,Weight Loss,Excellent (90%-100%),Happy,High (>3L)
4485,User_4485,56+ (Seniors),58,Female,188,68,31.0,3191,Pilates,87,4,7,Weight Loss,Needs Improvement (30%-49%),Energized,Low (<2L)
1674,User_1674,36-45 (Mid-Aged Adults),39,Non-binary,177,50,20.2,3461,HIIT,31,4,8,Weight Loss,Poor (0%-29%),Energized,Low (<2L)
4729,User_4729,26-35 (Adults),33,Non-binary,178,84,32.0,2141,HIIT,90,7,6,Increase Flexibility,Average (50%-69%),Energized,Low (<2L)
3351,User_3351,18-25 (Young Adults),24,Male,190,65,20.0,2745,Running,77,6,10,Muscle Gain,Needs Improvement (30%-49%),Happy,High (>3L)
8432,User_8432,26-35 (Adults),33,Non-binary,177,76,37.3,2442,Weight Training,50,6,6,Muscle Gain,Average (50%-69%),Bored,High (>3L)
1040,User_1040,46-55 (Older Adults),51,Female,173,47,17.4,2086,Zumba,67,4,10,Increase Flexibility,Poor (0%-29%),Confident,Moderate (2L-3L)
6508,User_6508,18-25 (Young Adults),24,Male,158,63,15.8,2523,Walking,36,6,8,Maintain Weight,Good (70%-89%),Bored,Low (<2L)
5168,User_5168,18-25 (Young Adults),20,Female,167,106,14.4,1873,Pilates,88,7,6,Weight Loss,Good (70%-89%),Motivated,Moderate (2L-3L)
1533,User_1533,18-25 (Young Adults),20,Female,185,89,20.9,2005,Swimming,64,3,7,Muscle Gain,Needs Improvement (30%-49%),Energized,Moderate (2L-3L)
4932,User_4932,26-35 (Adults),29,Male,189,114,37.0,3119,Zumba,60,6,9,Maintain Weight,Poor (0%-29%),Motivated,Low (<2L)
9873,User_9873,46-55 (Older Adults),53,Non-binary,185,89,22.9,2069,HIIT,24,3,8,Increase Flexibility,Good (70%-89%),Focused,Low (<2L)
2465,User_2465,26-35 (Adults),27,Male,186,91,15.2,3348,Cycling,20,7,9,Increase Flexibility,Excellent (90%-100%),Tired,Low (<2L)
4900,User_4900,36-45 (Mid-Aged Adults),40,Female,178,86,22.2,3276,Swimming,50,4,9,Muscle Gain,Good (70%-89%),Happy,Moderate (2L-3L)
1078,User_1078,46-55 (Older Adults),48,Male,152,109,21.3,3416,Zumba,33,7,10,Muscle Gain,Good (70%-89%),Happy,High (>3L)
8997,User_8997,36-45 (Mid-Aged Adults),36,Female,165,75,39.6,2476,Weight Training,71,4,7,Muscle Gain,Poor (0%-29%),Confident,Moderate (2L-3L)
9912,User_9912,36-45 (Mid-Aged Adults),45,Male,161,109,36.1,2606,Pilates,54,4,8,Maintain Weight,Poor (0%-29%),Happy,High (>3L)
6754,User_6754,18-25 (Young Adults),18,Non-binary,183,63,23.2,3312,Pilates,76,4,10,Increase Flexibility,Needs Improvement (30%-49%),Happy,Moderate (2L-3L)
8588,User_8588,36-45 (Mid-Aged Adults),38,Male,172,92,20.2,3309,Weight Training,53,6,10,Weight Loss,Good (70%-89%),Relaxed,High (>3L)
8994,User_8994,46-55 (Older Adults),53,Male,164,91,30.6,2828,HIIT,41,3,10,Maintain Weight,Average (50%-69%),Tired,High (>3L)
1144,User_1144,26-35 (Adults),28,Female,182,49,22.4,2693,Zumba,48,5,9,Weight Loss,Poor (0%-29%),Relaxed,Low (<2L)
9643,User_9643,56+ (Seniors),62,Male,159,80,36.5,1834,Pilates,50,6,7,Maintain Weight,Needs Improvement (30%-49%),Happy,High (>3L)
2653,User_2653,56+ (Seniors),62,Female,182,74,27.1,2062,Swimming,81,5,10,Weight Loss,Poor (0%-29%),Stressed,High (>3L)
4696,User_4696,46-55 (Older Adults),48,Male,164,50,22.1,1824,Walking,75,7,10,Increase Flexibility,Average (50%-69%),Energized,Low (<2L)
5485,User_5485,26-35 (Adults),35,Male,159,112,35.7,3150,Walking,89,5,7,Maintain Weight,Good (70%-89%),Happy,High (>3L)
2567,User_2567,46-55 (Older Adults),47,Male,161,79,30.8,1939,Zumba,85,4,6,Weight Loss,Poor (0%-29%),Stressed,High (>3L)
8767,User_8767,56+ (Seniors),63,Non-binary,167,110,17.1,2196,Walking,41,5,7,Muscle Gain,Average (50%-69%),Unmotivated,High (>3L)
2070,User_2070,36-45 (Mid-Aged Adults),39,Female,157,101,23.2,1834,HIIT,69,4,6,Increase Flexibility,Needs Improvement (30%-49%),Stressed,Low (<2L)
3299,User_3299,18-25 (Young Adults),20,Male,177,77,26.2,2774,Weight Training,70,6,7,Maintain Weight,Average (50%-69%),Happy,Low (<2L)
9343,User_9343,26-35 (Adults),31,Male,172,80,12.5,3080,Zumba,22,3,9,Weight Loss,Good (70%-89%),Confident,High (>3L)
2724,User_2724,36-45 (Mid-Aged Adults),37,Female,171,99,18.1,2882,Swimming,87,7,6,Increase Flexibility,Good (70%-89%),Bored,High (>3L)
8540,User_8540,56+ (Seniors),63,Male,181,87,13.0,2156,Running,42,4,9,Maintain Weight,Poor (0%-29%),Tired,High (>3L)
6642,User_6642,56+ (Seniors),65,Non-binary,174,90,29.4,1910,Running,37,5,8,Maintain Weight,Needs Improvement (30%-49%),Tired,Moderate (2L-3L)
6236,User_6236,46-55 (Older Adults),47,Male,176,100,28.9,2215,Yoga,67,7,9,Muscle Gain,Average (50%-69%),Energized,Low (<2L)
1945,User_1945,46-55 (Older Adults),53,Female,157,114,39.4,2061,Pilates,36,6,8,Maintain Weight,Poor (0%-29%),Focused,Low (<2L)
2017,User_2017,36-45 (Mid-Aged Adults),37,Male,156,72,26.4,2120,Yoga,80,7,7,Increase Flexibility,Excellent (90%-100%),Relaxed,Low (<2L)
1705,User_1705,46-55 (Older Adults),54,Non-binary,153,99,27.3,1876,Walking,42,7,9,Muscle Gain,Excellent (90%-100%),Unmotivated,Moderate (2L-3L)
1975,User_1975,46-55 (Older Adults),53,Male,166,112,14.9,2457,Zumba,20,3,7,Increase Flexibility,Excellent (90%-100%),Energized,Moderate (2L-3L)
1430,User_1430,18-25 (Young Adults),18,Male,172,115,21.0,2895,HIIT,52,3,6,Weight Loss,Excellent (90%-100%),Bored,Low (<2L)
5861,User_5861,36-45 (Mid-Aged Adults),40,Non-binary,174,118,10.5,3015,Weight Training,37,4,6,Muscle Gain,Average (50%-69%),Focused,Low (<2L)
4434,User_4434,26-35 (Adults),32,Female,166,85,35.9,3426,HIIT,81,5,7,Increase Flexibility,Good (70%-89%),Unmotivated,Moderate (2L-3L)
1994,User_1994,26-35 (Adults),31,Female,155,106,10.1,2767,Zumba,63,7,9,Increase Flexibility,Needs Improvement (30%-49%),Focused,Moderate (2L-3L)
8192,User_8192,46-55 (Older Adults),53,Non-binary,173,111,35.7,1916,Crossfit,56,6,9,Muscle Gain,Average (50%-69%),Happy,High (>3L)
8924,User_8924,46-55 (Older Adults),50,Non-binary,165,48,36.9,1849,Zumba,71,5,6,Maintain Weight,Needs Improvement (30%-49%),Unmotivated,High (>3L)
6495,User_6495,26-35 (Adults),35,Non-binary,179,55,31.3,2724,Walking,23,7,8,Maintain Weight,Excellent (90%-100%),Energized,Moderate (2L-3L)
8029,User_8029,26-35 (Adults),27,Non-binary,184,62,14.8,2567,Walking,65,4,10,Increase Flexibility,Poor (0%-29%),Tired,Low (<2L)
3549,User_3549,26-35 (Adults),35,Male,183,45,16.7,2150,Swimming,88,6,8,Increase Flexibility,Average (50%-69%),Unmotivated,Moderate (2L-3L)
5853,User_5853,26-35 (Adults),32,Male,178,59,23.2,2490,Running,76,4,6,Muscle Gain,Poor (0%-29%),Unmotivated,High (>3L)
2961,User_2961,56+ (Seniors),64,Male,182,52,32.4,1808,Walking,82,4,8,Increase Flexibility,Excellent (90%-100%),Stressed,Low (<2L)
5133,User_5133,46-55 (Older Adults),51,Male,187,71,29.8,1848,Walking,40,3,8,Increase Flexibility,Average (50%-69%),Confident,Low (<2L)
7824,User_7824,18-25 (Young Adults),23,Female,184,110,11.8,3054,Weight Training,67,5,6,Weight Loss,Poor (0%-29%),Confident,High (>3L)
4974,User_4974,46-55 (Older Adults),47,Male,169,55,15.9,2594,Swimming,41,4,9,Weight Loss,Good (70%-89%),Bored,Low (<2L)
3473,User_3473,56+ (Seniors),56,Non-binary,169,95,19.2,2470,HIIT,35,6,9,Muscle Gain,Poor (0%-29%),Stressed,High (>3L)
1109,User_1109,26-35 (Adults),26,Non-binary,164,69,21.0,1986,Cycling,40,6,10,Increase Flexibility,Needs Improvement (30%-49%),Happy,High (>3L)
9951,User_9951,46-55 (Older Adults),49,Female,188,87,17.2,1998,Walking,55,4,7,Increase Flexibility,Good (70%-89%),Happy,High (>3L)
3982,User_3982,56+ (Seniors),65,Non-binary,150,72,21.0,2118,Swimming,21,5,9,Muscle Gain,Excellent (90%-100%),Tired,Moderate (2L-3L)
2096,User_2096,36-45 (Mid-Aged Adults),38,Non-binary,181,103,28.7,2320,HIIT,36,4,6,Increase Flexibility,Excellent (90%-100%),Motivated,High (>3L)
8370,User_8370,36-45 (Mid-Aged Adults),36,Male,153,62,20.9,2689,Swimming,74,3,9,Muscle Gain,Poor (0%-29%),Unmotivated,Moderate (2L-3L)
3732,User_3732,26-35 (Adults),32,Male,175,50,21.5,2587,Crossfit,54,5,7,Maintain Weight,Needs Improvement (30%-49%),Stressed,High (>3L)
9368,User_9368,46-55 (Older Adults),51,Male,165,85,30.4,1988,Swimming,27,4,10,Increase Flexibility,Excellent (90%-100%),Confident,Low (<2L)
7442,User_7442,46-55 (Older Adults),54,Non-binary,174,74,10.8,2588,Swimming,87,5,10,Maintain Weight,Good (70%-89%),Bored,Moderate (2L-3L)
5008,User_5008,56+ (Seniors),60,Non-binary,153,62,38.1,1977,Running,36,4,9,Maintain Weight,Excellent (90%-100%),Energized,Low (<2L)
5473,User_5473,26-35 (Adults),26,Female,184,100,28.1,2149,Pilates,36,4,8,Maintain Weight,Average (50%-69%),Happy,High (>3L)
1623,User_1623,56+ (Seniors),59,Female,176,51,20.6,1936,Pilates,38,3,10,Weight Loss,Excellent (90%-100%),Confident,Low (<2L)
7432,User_7432,26-35 (Adults),30,Non-binary,184,111,21.8,2200,Running,41,6,7,Muscle Gain,Excellent (90%-100%),Energized,High (>3L)
5225,User_5225,56+ (Seniors),58,Male,185,71,12.6,2371,Cycling,34,5,7,Maintain Weight,Average (50%-69%),Stressed,Moderate (2L-3L)
9661,User_9661,56+ (Seniors),59,Non-binary,178,65,11.5,2191,HIIT,31,6,6,Weight Loss,Average (50%-69%),Motivated,Low (<2L)
4036,User_4036,26-35 (Adults),31,Non-binary,174,82,30.6,1805,Walking,22,7,6,Weight Loss,Poor (0%-29%),Focused,Low (<2L)
3555,User_3555,18-25 (Young Adults),21,Male,185,45,27.3,3301,Yoga,81,4,7,Muscle Gain,Good (70%-89%),Stressed,Low (<2L)
3810,User_3810,26-35 (Adults),28,Non-binary,162,71,13.3,2151,Walking,84,3,6,Increase Flexibility,Excellent (90%-100%),Motivated,High (>3L)
2768,User_2768,56+ (Seniors),64,Male,185,98,10.3,2539,Zumba,75,3,6,Increase Flexibility,Poor (0%-29%),Focused,Low (<2L)
7141,User_7141,46-55 (Older Adults),49,Male,163,107,20.5,2836,Zumba,55,7,9,Weight Loss,Excellent (90%-100%),Stressed,Moderate (2L-3L)
1810,User_1810,56+ (Seniors),58,Female,150,103,37.7,2426,Walking,36,4,10,Muscle Gain,Needs Improvement (30%-49%),Energized,High (>3L)
8780,User_8780,26-35 (Adults),34,Male,151,53,23.1,2662,Walking,61,7,8,Maintain Weight,Good (70%-89%),Focused,High (>3L)
4269,User_4269,18-25 (Young Adults),24,Male,177,107,13.4,2032,Zumba,72,6,10,Maintain Weight,Needs Improvement (30%-49%),Tired,Moderate (2L-3L)
8480,User_8480,56+ (Seniors),59,Non-binary,178,102,22.0,3498,HIIT,74,7,10,Maintain Weight,Needs Improvement (30%-49%),Stressed,Moderate (2L-3L)
4201,User_4201,56+ (Seniors),60,Female,176,53,35.3,2987,Weight Training,49,5,8,Muscle Gain,Needs Improvement (30%-49%),Tired,High (>3L)
4375,User_4375,26-35 (Adults),32,Non-binary,181,118,35.2,2195,Crossfit,82,3,7,Muscle Gain,Needs Improvement (30%-49%),Relaxed,High (>3L)
5321,User_5321,26-35 (Adults),32,Male,157,100,36.8,3081,Walking,31,7,7,Maintain Weight,Poor (0%-29%),Focused,Moderate (2L-3L)
7269,User_7269,26-35 (Adults),35,Female,157,90,17.3,2537,Zumba,24,3,10,Muscle Gain,Poor (0%-29%),Stressed,Low (<2L)
