Post Content,Followers,User Bio,Age,Location,Hashtags,Engagement,Sentiment
Nothing beats the feeling of accomplishing your goals!,33142,Lifestyle guru and content creator.,30,London,"['#travel', '#blessed', '#grateful']",1333,1
Here's a picture of my new lunch. #yum,703,Just another social media user.,34,New York,['#workout'],370,2
Nothing beats the feeling of accomplishing your goals!,33142,Lifestyle guru and content creator.,30,London,"['#love', '#lifeisgood', '#fitness', '#travel']",720,1
It's a regular Monday.,703,Just another social media user.,34,New York,"['#positivity', '#hate', '#food', '#grateful']",567,2
I can't shake this feeling of failure. I feel stuck.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#hate', '#tech', '#fitness', '#inspiration']",784,0
"So proud of my progress, everything is falling into place!",2049,Freelance photographer. Love the outdoors.,27,Paris,"['#dreams', '#grateful', '#positivity']",756,1
I just finished reading an amazing book that changed my perspective!,33142,Lifestyle guru and content creator.,30,London,"['#hate', '#tech']",1176,1
Started a new project today. Let's see how it goes.,703,Just another social media user.,34,New York,['#books'],756,2
Just finished a long day at work. Time to relax.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#positivity', '#tech']",734,2
Here's a picture of my new lunch. #yum,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#adventure', '#workout', '#travel', '#tech']",321,2
It's a regular Monday.,33142,Lifestyle guru and content creator.,30,London,['#newbeginnings'],724,2
Catch me at the gym later today.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#positivity', '#lifeisgood']",1099,2
Spent the afternoon doing some reading. A pretty chill day.,33142,Lifestyle guru and content creator.,30,London,['#weekend'],817,2
I regret my decision. This was a terrible choice.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#inspiration'],840,0
Catch me at the gym later today.,33142,Lifestyle guru and content creator.,30,London,"['#inspiration', '#newbeginnings', '#travel', '#grateful']",320,2
"Feeling so down, things aren't going well.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#lifeisgood', '#positivity', '#food']",989,0
Today was amazing! I’m so grateful for everything.,33142,Lifestyle guru and content creator.,30,London,"['#life', '#adventure']",1219,1
Just finished a long day at work. Time to relax.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#workout', '#life', '#dreams']",319,2
Catch me at the gym later today.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#fitness'],1153,2
Everything is falling apart and I don't know what to do.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#workout'],1104,0
"Feeling so down, things aren't going well.",703,Just another social media user.,34,New York,"['#books', '#selfcare']",549,0
Here's a picture of my new lunch. #yum,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#lifeisgood', '#inspiration', '#motivation']",781,2
I just took a walk in the park. Feeling good.,33142,Lifestyle guru and content creator.,30,London,['#lifeisgood'],331,2
It's a regular Monday.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#positivity', '#selfcare']",360,2
Here's a picture of my new lunch. #yum,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#lifeisgood', '#weekend', '#blessed']",999,2
I can't believe how bad today was. Everything went wrong.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#tech', '#life']",791,0
"No matter what I do, nothing seems to work out.",7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#books', '#blessed']",710,0
Today was amazing! I’m so grateful for everything.,33142,Lifestyle guru and content creator.,30,London,"['#hate', '#newbeginnings']",1030,1
So excited about my new adventure in life!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#hate', '#weekend', '#dreams']",645,1
"Feeling so down, things aren't going well.",703,Just another social media user.,34,New York,"['#tech', '#weekend', '#motivation', '#positivity']",274,0
"So proud of my progress, everything is falling into place!",7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#positivity', '#newbeginnings']",634,1
Catch me at the gym later today.,33142,Lifestyle guru and content creator.,30,London,"['#weekend', '#adventure', '#tech', '#workout']",268,2
Nothing beats the feeling of accomplishing your goals!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#hate', '#lifeisgood', '#tech']",704,1
Just finished a long day at work. Time to relax.,33142,Lifestyle guru and content creator.,30,London,"['#selfcare', '#fitness']",430,2
"Feeling so down, things aren't going well.",2049,Freelance photographer. Love the outdoors.,27,Paris,"['#adventure', '#fitness', '#food']",582,0
Here's a picture of my new lunch. #yum,703,Just another social media user.,34,New York,['#adventure'],668,2
So excited about my new adventure in life!,703,Just another social media user.,34,New York,"['#grateful', '#selfcare', '#motivation', '#inspiration']",809,1
Disappointed with the way things are turning out.,33142,Lifestyle guru and content creator.,30,London,"['#selfcare', '#tech', '#lifeisgood']",830,0
"So proud of my progress, everything is falling into place!",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#workout', '#life', '#adventure']",559,1
"So proud of my progress, everything is falling into place!",703,Just another social media user.,34,New York,"['#life', '#positivity', '#travel']",1208,1
So excited about my new adventure in life!,33142,Lifestyle guru and content creator.,30,London,"['#selfcare', '#hate', '#grateful', '#blessed']",1224,1
Life is so beautiful right now!,33142,Lifestyle guru and content creator.,30,London,['#books'],1363,1
Spent the afternoon doing some reading. A pretty chill day.,33142,Lifestyle guru and content creator.,30,London,['#hate'],545,2
Disappointed with the way things are turning out.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#lifeisgood'],444,0
"No matter what I do, nothing seems to work out.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#motivation', '#adventure']",747,0
Just got my dream job! Feeling on top of the world!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#selfcare', '#grateful', '#lifeisgood', '#newbeginnings']",550,1
Today was amazing! I’m so grateful for everything.,703,Just another social media user.,34,New York,"['#lifeisgood', '#travel']",687,1
I regret my decision. This was a terrible choice.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#workout', '#blessed']",1111,0
Life is so beautiful right now!,703,Just another social media user.,34,New York,"['#travel', '#tech']",1328,1
Life is so beautiful right now!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#lifeisgood', '#grateful', '#dreams', '#inspiration']",546,1
It's a regular Monday.,703,Just another social media user.,34,New York,['#selfcare'],334,2
It's a regular Monday.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#hate', '#love']",368,2
Nothing beats the feeling of accomplishing your goals!,33142,Lifestyle guru and content creator.,30,London,['#life'],805,1
So excited about my new adventure in life!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#tech'],883,1
Here's a picture of my new lunch. #yum,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#dreams'],195,2
I can't believe how far I've come. So grateful!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#newbeginnings', '#books', '#adventure']",1039,1
Just got my dream job! Feeling on top of the world!,33142,Lifestyle guru and content creator.,30,London,"['#grateful', '#travel']",956,1
Here's a picture of my new lunch. #yum,33142,Lifestyle guru and content creator.,30,London,"['#weekend', '#motivation', '#love']",795,2
This has been the worst week ever. I need a break!,703,Just another social media user.,34,New York,"['#weekend', '#adventure', '#selfcare', '#life']",1121,0
I can't believe how bad today was. Everything went wrong.,703,Just another social media user.,34,New York,['#motivation'],753,0
This has been the worst week ever. I need a break!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#hate'],580,0
Just finished a long day at work. Time to relax.,703,Just another social media user.,34,New York,"['#life', '#fitness', '#adventure', '#hate']",406,2
Just got my dream job! Feeling on top of the world!,33142,Lifestyle guru and content creator.,30,London,"['#blessed', '#life']",704,1
I can't shake this feeling of failure. I feel stuck.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#tech', '#books', '#dreams', '#travel']",539,0
I just took a walk in the park. Feeling good.,703,Just another social media user.,34,New York,"['#weekend', '#dreams', '#life']",506,2
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#workout', '#love', '#blessed']",1108,1
Catch me at the gym later today.,703,Just another social media user.,34,New York,"['#books', '#inspiration', '#selfcare', '#lifeisgood']",785,2
Everything is falling apart and I don't know what to do.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#lifeisgood', '#newbeginnings']",616,0
Just finished a long day at work. Time to relax.,33142,Lifestyle guru and content creator.,30,London,['#hate'],898,2
Everything is falling apart and I don't know what to do.,33142,Lifestyle guru and content creator.,30,London,"['#newbeginnings', '#books']",1105,0
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#fitness', '#travel', '#weekend']",728,1
"Feeling so down, things aren't going well.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#weekend', '#books', '#motivation', '#blessed']",941,0
Spent the afternoon doing some reading. A pretty chill day.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#adventure', '#books']",523,2
Went to a coffee shop today. The vibe was nice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#positivity', '#motivation', '#travel', '#selfcare']",530,2
This has been the worst week ever. I need a break!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#travel', '#weekend']",361,0
Started a new project today. Let's see how it goes.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#newbeginnings', '#hate']",1074,2
Disappointed with the way things are turning out.,703,Just another social media user.,34,New York,"['#selfcare', '#inspiration', '#blessed']",228,0
Spent the afternoon doing some reading. A pretty chill day.,703,Just another social media user.,34,New York,"['#positivity', '#grateful', '#blessed', '#inspiration']",507,2
So excited about my new adventure in life!,703,Just another social media user.,34,New York,['#fitness'],514,1
Life is so beautiful right now!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#dreams'],878,1
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#love'],513,1
I just took a walk in the park. Feeling good.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#tech', '#blessed', '#grateful', '#lifeisgood']",1139,2
Went to a coffee shop today. The vibe was nice.,33142,Lifestyle guru and content creator.,30,London,"['#dreams', '#newbeginnings', '#selfcare']",488,2
"Feeling so down, things aren't going well.",33142,Lifestyle guru and content creator.,30,London,"['#adventure', '#lifeisgood']",496,0
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#dreams', '#motivation']",781,0
I just finished reading an amazing book that changed my perspective!,33142,Lifestyle guru and content creator.,30,London,"['#food', '#blessed']",844,1
Everything is falling apart and I don't know what to do.,703,Just another social media user.,34,New York,"['#hate', '#selfcare']",310,0
Just got my dream job! Feeling on top of the world!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#lifeisgood', '#love', '#positivity']",541,1
I just finished reading an amazing book that changed my perspective!,703,Just another social media user.,34,New York,"['#blessed', '#fitness']",1163,1
